task1	task2	thisN	thisTrialN	thisRepN	T0	T2	T1	lagT0	lagT1	lagT2	responseT1	responseT2	related	dist	key_resp_T1.keys	key_resp_T1.corr	key_resp_T2.keys	key_resp_T2.corr	key_resp_T2.rt	key_resp_T2.duration	press_to_continue.keys	press_to_continue.rt	press_to_continue.duration	key_resp_T1.rt	key_resp_T1.duration	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	trial.thisRepN	trial.thisTrialN	trial.thisN	trial.thisIndex	trials_T0_context.thisRepN	trials_T0_context.thisTrialN	trials_T0_context.thisN	trials_T0_context.thisIndex	trials_T1.thisRepN	trials_T1.thisTrialN	trials_T1.thisN	trials_T1.thisIndex	trials_T2.thisRepN	trials_T2.thisTrialN	trials_T2.thisN	trials_T2.thisIndex	thisRow.t	notes	instructions.started	text_instructions.started	key_resp.started	instructions.stopped	key_resp.keys	key_resp.rt	key_resp.duration	settings.started	settings.stopped	T0_context.started	context_word.started	blankContext.started	context_word.stopped	blankContext.stopped	T0_context.stopped	distractors_T0_T2.started	distractors_T0_T2.stopped	text_distractors_2.started	T1_number.started	text_T1.started	T1_number.stopped	distractors_T1.started	distractors_T1.stopped	T2_probe.started	text_T2.started	T2_probe.stopped	Ask_T1.started	Ask_T1.stopped	trial.key_resp_T1.keys	trial.key_resp_T1.corr	Ask_T2.started	blankT2_1.started	blankT2_1.stopped	text_T2ask.started	key_resp_T2.started	Ask_T2.stopped	trial.key_resp_T2.keys	trial.key_resp_T2.corr	trial.key_resp_T2.rt	trial.key_resp_T2.duration	text_distractors.started	text_distractors_2.stopped	text_T2.stopped	rest.started	text.started	press_to_continue.started	text.stopped	rest.stopped	block.press_to_continue.keys	block.press_to_continue.rt	block.press_to_continue.duration	text_T1.stopped	text_distractors.stopped	blankT1_1.started	text_T1ask.started	key_resp_T1.started	blankT1_1.stopped	trial.key_resp_T1.rt	trial.key_resp_T1.duration	participant	order [1: single-dual or 2: dual-single]	date	expName	psychopyVersion	frameRate	expStart	Column1
single	dual	18	18	0	SAUNA	PISCINA	4444444	7	1	12	i	i	1		None	0	f	0	2,29591E+15	None						0	2	2	2	0	18	18	18																																									7,81723E+14	7,81723E+15	None	0	7,81723E+15	7,81732E+15	7,82733E+15	7,82733E+15	7,82733E+15	7,82967E+15	f	0	2,29591E+15	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	ZTFYDXH												0	2	2	2	0	19	19	19	0	5	5	0	0	0	0	0					7,8563E+15											7,82971E+15	7,82982E+14	7,83966E+15	7,83982E+15	7,85017E+15	7,8495E+15	7,85386E+15	7,85467E+15	7,85401E+15	7,85475E+14	7,85484E+15	7,8555E+15	7,85618E+15	7,85618E+15																																					Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	YGLMSFQ												0	2	2	2	0	19	19	19									0	0	0	1	7,85773E+15																	7,8577E+15	7,85801E+14	7,85773E+15						7,85626E+15	7,8563E+15	7,85701E+15																	7,85773E+15																	Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	VFDMHQS												0	2	2	2	0	19	19	19									0	1	1	8	7,85816E+15																	7,85803E+15	7,85867E+15	7,85816E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	VYKXSPC												0	2	2	2	0	19	19	19									0	2	2	2	7,85883E+15																	7,8587E+15	7,8595E+15	7,85883E+15																								7,85967E+15																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	HQTYPJM												0	2	2	2	0	19	19	19									0	3	3	9	7,85967E+15																	7,85952E+15	7,86035E+15	7,85967E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	TJRHKVF												0	2	2	2	0	19	19	19									0	4	4	10	7,86051E+15																	7,86037E+15	7,86117E+15	7,86051E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	WMYFTGJ												0	2	2	2	0	19	19	19									0	5	5	6	7,86133E+14																	7,86119E+14	7,86201E+15	7,86133E+14																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	6	6	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	YNPLRQW												0	2	2	2	0	19	19	19									0	6	6	7	7,86217E+14																	7,86203E+15	7,86284E+14	7,86217E+14																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	7	7	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	GQKRPDL												0	2	2	2	0	19	19	19									0	7	7	5	7,86301E+15																	7,86286E+15	7,86368E+14	7,86301E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	8	8	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	ZTFYDXH												0	2	2	2	0	19	19	19									0	8	8	0	7,86384E+15																	7,8637E+15	7,8645E+14	7,86384E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	9	9	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	HLFPYXK												0	2	2	2	0	19	19	19									0	9	9	4	7,86468E+15																	7,86453E+15	7,86534E+15	7,86468E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	10	10	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	WFXQGMY												0	2	2	2	0	19	19	19									0	10	10	11	7,8655E+15																	7,86536E+15	7,86617E+14	7,8655E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	11	11	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0	ZJTSHFP												0	2	2	2	0	19	19	19									0	11	11	3	7,86634E+15																	7,86619E+14	7,86702E+15	7,86634E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	19	19	0	NÚMEROS	XNIÑOXX	2222222	7	1	12	i	p	0		None	0	j	0	2,50671E+14	None						0	2	2	2	0	19	19	19																																									7,8671E+15	7,8671E+15	None	0	7,8671E+15	7,86717E+15	7,87718E+15	7,87718E+15	7,87718E+15	7,87985E+15	j	0	2,50671E+14	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	ZTFYDXH												0	2	2	2	0	20	20	20	0	5	5	3	0	0	0	0					7,90637E+15											7,87987E+15	7,88002E+14	7,88985E+14	7,89002E+14	7,9004E+15	7,89971E+15	7,90406E+15	7,90486E+15	7,90419E+15	7,90495E+15	7,90503E+15	7,90569E+15	7,90633E+14	7,90652E+15																		7,90637E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	YGLMSFQ												0	2	2	2	0	20	20	20					0	1	1	1					7,90669E+15																							7,90654E+15	7,90736E+15																		7,90669E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	ZJTSHFP												0	2	2	2	0	20	20	20									0	0	0	3	7,90884E+15																	7,90881E+15	7,90903E+15	7,90884E+15						7,90745E+15	7,90753E+15	7,90819E+14																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	HLFPYXK												0	2	2	2	0	20	20	20									0	1	1	4	7,90919E+15																	7,90905E+15	7,90986E+15	7,90919E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	GQKRPDL												0	2	2	2	0	20	20	20									0	2	2	5	7,91003E+14																	7,90988E+15	7,9107E+15	7,91003E+14																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	VYKXSPC												0	2	2	2	0	20	20	20									0	3	3	2	7,91086E+15																	7,91073E+15	7,91154E+15	7,91086E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	YGLMSFQ												0	2	2	2	0	20	20	20									0	4	4	1	7,9117E+15																	7,91156E+15	7,91237E+15	7,9117E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	HQTYPJM												0	2	2	2	0	20	20	20									0	5	5	9	7,91253E+15																	7,91239E+15	7,91319E+15	7,91253E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	6	6	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	VFDMHQS												0	2	2	2	0	20	20	20									0	6	6	8	7,91336E+15																	7,91321E+15	7,91403E+14	7,91336E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	7	7	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	YNPLRQW												0	2	2	2	0	20	20	20									0	7	7	7	7,91419E+15																	7,91405E+15	7,91486E+15	7,91419E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	8	8	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	WMYFTGJ												0	2	2	2	0	20	20	20									0	8	8	6	7,91503E+15																	7,91488E+14	7,9157E+15	7,91503E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	9	9	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0	ZTFYDXH												0	2	2	2	0	20	20	20									0	9	9	0	7,91586E+15																	7,91572E+14	7,91653E+14	7,91586E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	20	20	0	CIGARRO	BOLÍGRAFO	9999999	7	3	10	p	p	0		None	0	j	0	2,64698E+15	None						0	2	2	2	0	20	20	20																																									7,9166E+15	7,9166E+15	None	0	7,91661E+14	7,91669E+15	7,9267E+15	7,9267E+15	7,9267E+15	7,92939E+15	j	0	2,64698E+15	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	ZJTSHFP												0	2	2	2	0	21	21	21	0	8	8	0	0	0	0	3					7,95839E+15											7,92941E+15	7,92953E+15	7,93954E+13	7,93954E+13	7,95006E+14	7,94939E+15	7,95607E+15	7,95689E+15	7,95622E+15	7,95699E+15	7,95705E+15	7,95773E+15	7,95837E+14	7,95855E+15																		7,95839E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	YGLMSFQ												0	2	2	2	0	21	21	21					0	1	1	1					7,95871E+15																							7,95857E+15	7,95939E+15																		7,95871E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	GQKRPDL												0	2	2	2	0	21	21	21					0	2	2	5					7,95955E+15																							7,95941E+15	7,96022E+15																		7,95955E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	ZTFYDXH												0	2	2	2	0	21	21	21					0	3	3	0					7,96038E+15																							7,96024E+15	7,96107E+15																		7,96038E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	VYKXSPC												0	2	2	2	0	21	21	21					0	4	4	2					7,96122E+15																							7,96109E+15	7,96188E+15																		7,96122E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	HLFPYXK												0	2	2	2	0	21	21	21					0	5	5	4					7,96205E+15																							7,96191E+15	7,96273E+15																		7,96205E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	VYKXSPC												0	2	2	2	0	21	21	21									0	0	0	2	7,96422E+15																	7,9642E+15	7,96439E+15	7,96422E+15						7,96282E+15	7,96289E+15	7,96355E+15																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	YGLMSFQ												0	2	2	2	0	21	21	21									0	1	1	1	7,96455E+15																	7,96441E+15	7,96522E+15	7,96455E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0	ZTFYDXH												0	2	2	2	0	21	21	21									0	2	2	0	7,96539E+15																	7,96524E+15	7,96606E+15	7,96539E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	21	21	0	ZUMO	COMPRAR	5555555	10	7	3	p	p	0		None	0	j	0	1,08896E+15	None						0	2	2	2	0	21	21	21																																									7,96613E+15	7,96613E+15	None	0	7,96613E+15	7,96622E+15	7,97622E+15	7,97622E+15	7,97622E+15	7,98724E+15	j	0	1,08896E+15	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	YGLMSFQ												0	2	2	2	0	22	22	22	0	8	8	0	0	0	0	1					8,01626E+15											7,98726E+15	7,98739E+15	7,99723E+15	7,9974E+15	8,00779E+15	8,00709E+15	8,01393E+15	8,01475E+15	8,01408E+15	8,01484E+15	8,01491E+15	8,01558E+14	8,01623E+15	8,01641E+14																		8,01626E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	ZTFYDXH												0	2	2	2	0	22	22	22					0	1	1	0					8,01657E+15																							8,01643E+15	8,01724E+15																		8,01657E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	HLFPYXK												0	2	2	2	0	22	22	22									0	0	0	4	8,01876E+15																	8,01874E+15	8,01891E+15	8,01876E+15						8,01733E+15	8,01741E+15	8,01809E+15																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	GQKRPDL												0	2	2	2	0	22	22	22									0	1	1	5	8,01908E+15																	8,01893E+15	8,01975E+15	8,01908E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	ZTFYDXH												0	2	2	2	0	22	22	22									0	2	2	0	8,01991E+15																	8,01977E+14	8,02058E+15	8,01991E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	YGLMSFQ												0	2	2	2	0	22	22	22									0	3	3	1	8,02074E+15																	8,0206E+15	8,02142E+15	8,02074E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	VYKXSPC												0	2	2	2	0	22	22	22									0	4	4	2	8,02158E+14																	8,02145E+14	8,02226E+14	8,02158E+14																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	ZJTSHFP												0	2	2	2	0	22	22	22									0	5	5	3	8,02242E+15																	8,02228E+15	8,02309E+15	8,02242E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	6	6	0	ZORRO	CUCHARA	0	10	3	7	i	p	0	WMYFTGJ												0	2	2	2	0	22	22	22									0	6	6	6	8,02324E+15																	8,02311E+15	8,02391E+14	8,02324E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	22	22	0	ZORRO	CUCHARA	0	10	3	7	i	p	0		None	0	j	0	2,78671E+16	None						0	2	2	2	0	22	22	22																																									8,0248E+15	8,0248E+15	None	0	8,0248E+15	8,02483E+15	8,03492E+15	8,03492E+15	8,03492E+15	8,03776E+15	j	0	2,78671E+16	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	HLFPYXK												0	2	2	2	0	23	23	23	0	5	5	2	0	0	0	4					8,06432E+15											8,03779E+15	8,03792E+15	8,04776E+15	8,04792E+15	8,05826E+15	8,0576E+15	8,06195E+15	8,06277E+15	8,0621E+15	8,06286E+15	8,06293E+14	8,0636E+15	8,06429E+15	8,06443E+15																		8,06432E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	GQKRPDL												0	2	2	2	0	23	23	23					0	1	1	5					8,0646E+15																							8,06445E+15	8,06526E+14																		8,0646E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	VYKXSPC												0	2	2	2	0	23	23	23					0	2	2	2					8,06544E+15																							8,06528E+15	8,0661E+15																		8,06544E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	YGLMSFQ												0	2	2	2	0	23	23	23					0	3	3	1					8,06626E+15																							8,06612E+15	8,06693E+14																		8,06626E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	ZJTSHFP												0	2	2	2	0	23	23	23					0	4	4	3					8,0671E+15																							8,06695E+15	8,06777E+15																		8,0671E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	ZTFYDXH												0	2	2	2	0	23	23	23					0	5	5	0					8,06793E+15																							8,06779E+15	8,0686E+15																		8,06793E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	VYKXSPC												0	2	2	2	0	23	23	23									0	0	0	2	8,07009E+15																	8,07005E+15	8,07027E+15	8,07009E+15						8,06869E+15	8,06877E+13	8,06944E+15																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	HLFPYXK												0	2	2	2	0	23	23	23									0	1	1	4	8,07044E+15																	8,07029E+15	8,07111E+15	8,07044E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	ZTFYDXH												0	2	2	2	0	23	23	23									0	2	2	0	8,07127E+15																	8,07113E+15	8,07193E+15	8,07127E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	ZJTSHFP												0	2	2	2	0	23	23	23									0	3	3	3	8,0721E+15																	8,07196E+15	8,07277E+15	8,0721E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	GQKRPDL												0	2	2	2	0	23	23	23									0	4	4	5	8,07293E+15																	8,07279E+15	8,0736E+15	8,07293E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0	YGLMSFQ												0	2	2	2	0	23	23	23									0	5	5	1	8,07377E+14																	8,07362E+15	8,07444E+15	8,07377E+14																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	23	23	0	TABACO	LLANTAX	7777777	7	7	6	p	p	0		None	0	j	0	2,91868E+15	None						0	2	2	2	0	23	23	23																																									8,07451E+15	8,07452E+15	None	0	8,07452E+13	8,0746E+15	8,0846E+15	8,0846E+15	8,0846E+15	8,08762E+15	j	0	2,91868E+15	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	NOVELA	XLIBROX	7777777	10	7	3	p	i	1	GQKRPDL												0	2	2	2	0	24	24	24	0	8	8	0	0	0	0	5					8,11662E+15											8,08765E+15	8,08778E+15	8,09762E+15	8,09779E+15	8,10814E+15	8,10746E+15	8,11431E+14	8,11512E+14	8,11445E+15	8,1152E+15	8,11529E+14	8,11595E+15	8,11658E+14	8,1168E+14																		8,11662E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	NOVELA	XLIBROX	7777777	10	7	3	p	i	1	ZTFYDXH												0	2	2	2	0	24	24	24					0	1	1	0					8,11695E+15																							8,11682E+15	8,11763E+15																		8,11695E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	NOVELA	XLIBROX	7777777	10	7	3	p	i	1	HLFPYXK												0	2	2	2	0	24	24	24					0	2	2	4					8,11779E+15																							8,11765E+15	8,11847E+15																		8,11779E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	NOVELA	XLIBROX	7777777	10	7	3	p	i	1	YGLMSFQ												0	2	2	2	0	24	24	24					0	3	3	1					8,11862E+15																							8,11849E+15	8,11929E+15																		8,11862E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	NOVELA	XLIBROX	7777777	10	7	3	p	i	1	ZJTSHFP												0	2	2	2	0	24	24	24					0	4	4	3					8,11946E+13																							8,11931E+15	8,12013E+15																		8,11946E+13																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	NOVELA	XLIBROX	7777777	10	7	3	p	i	1	VYKXSPC												0	2	2	2	0	24	24	24					0	5	5	2					8,12029E+15																							8,12015E+15	8,12096E+14																		8,12029E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	NOVELA	XLIBROX	7777777	10	7	3	p	i	1	ZTFYDXH												0	2	2	2	0	24	24	24									0	0	0	0	8,12242E+15																	8,12239E+14	8,12262E+15	8,12242E+15						8,12106E+15	8,12113E+14	8,12179E+15																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
